#{"t_start": 1744462279.9696674, "env_id": "LunarLander-v2"}
r,l,t
-69.198581,291,1091.913832
-92.702315,413,1092.753849
154.133654,716,1095.940672
-78.757769,153,1096.213615
186.558255,490,1097.097751
112.378711,960,1100.983344
217.813575,421,1101.732089
-58.051225,341,1102.281344
-28.316141,390,1102.924204
-37.374965,258,1103.345211
-47.863667,186,1103.669721
-45.718936,239,1104.102787
-60.385698,194,1106.452369
215.060561,528,1107.448051
180.2064,416,1108.233773
-97.879258,277,1108.891265
-61.339673,201,1109.319272
173.972228,473,1110.10547
-54.068278,194,1112.216881
188.397304,445,1112.982837
217.272644,557,1113.965048
128.289863,530,1114.928782
-68.050166,155,1115.205044
123.65642,680,1118.386227
-47.162473,589,1119.391974
203.178041,442,1120.140645
-63.84678,360,1120.753365
-55.868436,328,1123.260866
46.376324,1000,1125.322855
190.305031,494,1126.164463
-98.094828,484,1126.942407
-158.619836,506,1129.72999
-68.293606,211,1130.108978
-74.103204,147,1130.362144
-68.292473,353,1130.961924
-65.129724,197,1131.336811
232.637468,425,1132.099987
38.252873,1000,1135.806817
-102.335347,421,1136.513629
160.647112,900,1140.217885
-67.718704,147,1140.521477
-74.385781,353,1141.284152
-72.965186,181,1141.611973
-49.178151,326,1142.166972
154.785872,599,1143.128262
166.316417,588,1146.073688
-61.913657,518,1147.020973
191.127528,561,1147.996868
225.698099,637,1149.379298
-73.956205,185,1151.503748
135.629287,588,1152.538101
228.599484,466,1153.335094
183.637126,423,1154.100118
191.294983,349,1154.761775
164.355485,490,1157.808321
232.384332,481,1158.600323
-50.652507,195,1158.906162
143.058828,578,1159.871034
65.773941,1000,1163.709163
228.692274,430,1164.570947
202.439412,416,1165.437031
